ticker,name,market,exchange,sector,industry,market_cap,cap
003480,Hanjin Heavy Industries & Construction Holdings Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003490,Korean Air Lines Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003495,Korean Air Lines Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003520,Yungjin Pharm. Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003530,Hanwha Investments & Securities Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003535,Hanwha Investments & Securities Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003540,Daishin Securities Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003545,Daishin Securities Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003547,Daishin Securities Co. Ltd. Pfd. Series 2,KOSDAQ,KQ,기타,,0,SmallCap
003550,LG Corp.,KOSDAQ,KQ,기타,,0,SmallCap
003555,LG Corp. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003570,SNT Dynamics Co Ltd,KOSPI,KO,기타,,0,SmallCap
003580,HLB Global Co Ltd,KOSPI,KO,기타,,0,SmallCap
003610,Pangrim Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003620,SsangYong Motor Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003650,Mi Chang Oil,KOSPI,KO,기타,,0,SmallCap
003670,Posco Chemical Co Ltd,KOSPI,KO,기타,,0,SmallCap
003680,Hansung Enterprise Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003690,Korean Reinsurance Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003720,Sam Young Chem,KOSPI,KO,기타,,0,SmallCap
003780,Chin Yang Ind,KOSPI,KO,기타,,0,SmallCap
003830,Daehan Synthet,KOSPI,KO,기타,,0,SmallCap
003850,Boryung Pharm,KOSPI,KO,기타,,0,SmallCap
003920,Namyang Dairy Products Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
003925,Namyang Dairy Products Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
003960,Sajodaerim Corp.,KOSDAQ,KQ,기타,,0,SmallCap
004000,Lotte Fine Chemical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004020,Hyundai Steel Co.,KOSDAQ,KQ,기타,,0,SmallCap
004060,SG Corp.,KOSDAQ,KQ,기타,,0,SmallCap
004080,Shinhung Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004090,Korea Petroleum Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004100,Taeyang Metal Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004105,Taeyang Metal Industrial Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
004140,Dongbang Transport Logistics Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004150,Hansol Holdings Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004170,Shinsegae Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004250,NPC Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004255,NPC Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
004270,Namsung Corp.,KOSDAQ,KQ,기타,,0,SmallCap
004310,Hyundai Pharmaceutical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004360,Sebang,KOSPI,KO,기타,,0,SmallCap
004365,Sebang Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
004370,Nongshim Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004410,Seoul Food Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004415,Seoul Food Industrial Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
004430,Songwon Industrial Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004440,Samil C&S Co Ltd,KOSPI,KO,기타,,0,SmallCap
004450,Samhwa Crown & Closure Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004490,Sebang Global Battery Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004540,Kleannara,KOSPI,KO,기타,,0,SmallCap
004545,Kleannara Co Ltd,KOSPI,KO,기타,,0,SmallCap
004560,Hyundai BNG Steel Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004690,Samchully Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004700,Cho Kwang Leat,KOSPI,KO,기타,,0,SmallCap
004710,Hansol Technics Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004720,PharmGen Science Inc,KOSPI,KO,기타,,0,SmallCap
004770,Sunny Electronics Corp.,KOSDAQ,KQ,기타,,0,SmallCap
004800,Hyosung Corp,KOSPI,KO,기타,,0,SmallCap
004830,Duksung Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004835,Ducksung Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
004840,DRB Holding Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004870,TWay Holdings,KOSPI,KO,기타,,0,SmallCap
004890,Dongil Industries Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004910,Cho Kwang Pain,KOSPI,KO,기타,,0,SmallCap
004920,CItech Co Ltd,KOSPI,KO,기타,,0,SmallCap
004960,Hanshin Construction Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004970,Silla Co.Ltd,KOSPI,KO,기타,,0,SmallCap
004980,SungShin Cement Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
004985,SungShin Cement Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
